Unnamed: 0,Campaign,Channel,Date,Start time,Duration,Spot type,Promotion,Pos. Block 1,Spots Block 1,Title,TVR,Date_dt,Start_dt,End_dt,hour_of_day,quarter_id,advertiser_id,break_id,position_in_break,channel,base_rate,prime_premium,pos1,pos2,pos3,pos_last,adv_premium,position_premium,total_premium,revenue_ils,is_target_channel,include_as_media,competitor_flag
1507,איזי משתלם (ספטמבר 2024),קשת 12,02/11/2024,20:32:35,22,פרסומת,ספוט,12,19,[חדשות שבת 12],14.5,02/11/2024,02/11/2024 20:32,02/11/2024 20:32,20,1730579400,איזי,2853,13,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,25918.75,TRUE,TRUE,FALSE
1508,מאקו V1 (יוני 2024),קשת 12,02/11/2024,20:32:57,30,פרסומת,ספוט,13,19,[חדשות שבת 12],14.5,02/11/2024,02/11/2024 20:32,02/11/2024 20:33,20,1730579400,מאקו,2853,14,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,35343.75,TRUE,TRUE,FALSE
1509,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,20:33:27,55,פרסומת,ספוט,14,19,[חדשות שבת 12],15.6,02/11/2024,02/11/2024 20:33,02/11/2024 20:34,20,1730579400,2024,2853,15,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,69712.5,TRUE,TRUE,FALSE
1510,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,20:34:22,12,פרסומת,ספוט,15,19,[חדשות שבת 12],15.9,02/11/2024,02/11/2024 20:34,02/11/2024 20:34,20,1730579400,מאקו,2853,16,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,15502.5,TRUE,TRUE,FALSE
1511,2024-10 -  מיקסקארד,קשת 12,02/11/2024,20:34:34,14,פרסומת,ספוט,16,19,[חדשות שבת 12],15.9,02/11/2024,02/11/2024 20:34,02/11/2024 20:34,20,1730579400,2024,2853,17,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,18086.25,TRUE,TRUE,FALSE
1512,2024-09 - יד 2,קשת 12,02/11/2024,20:34:48,20,פרסומת,ספוט,17,19,[חדשות שבת 12],15.9,02/11/2024,02/11/2024 20:34,02/11/2024 20:35,20,1730579400,2024,2853,18,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,25837.5,TRUE,TRUE,FALSE
1513,2024-02 - טבע — טבע אקמול,קשת 12,02/11/2024,20:35:08,16,פרסומת,ספוט,18,19,[חדשות שבת 12],15.9,02/11/2024,02/11/2024 20:35,02/11/2024 20:35,20,1730579400,2024,2853,19,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,20670,TRUE,TRUE,FALSE
1514,2024-10 - ביטוח איי אי ג'י - איי אי ג'י,קשת 12,02/11/2024,20:35:24,36,פרסומת,ספוט,99,19,[חדשות שבת 12],15.9,02/11/2024,02/11/2024 20:35,02/11/2024 20:36,20,1730579400,2024,2853,20,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,46507.5,TRUE,TRUE,FALSE
1515,פ-ארץ נהדרת עונה 22,קשת 12,02/11/2024,20:36:05,49,פרומו,פרומו,0,0,[חדשות שבת 12],16.3,02/11/2024,02/11/2024 20:36,02/11/2024 20:36,20,1730579400,פ,2853,21,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,64894.375,TRUE,TRUE,FALSE
1516,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,20:45:18,28,פרומו,פרומו,0,0,[חדשות שבת 12],17.1,02/11/2024,02/11/2024 20:45,02/11/2024 20:45,20,1730580300,פ,2854,1,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.2,1.56,37346.4,TRUE,TRUE,FALSE
1517,2024-02 - אול'גובס - אולג'ובס — קמפיין מחפשי עבודה - פברואר,קשת 12,02/11/2024,20:45:51,16,פרסומת,ספוט,1,19,[חדשות שבת 12],17.1,02/11/2024,02/11/2024 20:45,02/11/2024 20:46,20,1730580300,2024,2854,2,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.1,1.43,19562.4,TRUE,TRUE,FALSE
1518,2024-10 - גוגל — - שופינג איי אל,קשת 12,02/11/2024,20:46:07,15,פרסומת,ספוט,2,19,[חדשות שבת 12],15.2,02/11/2024,02/11/2024 20:46,02/11/2024 20:46,20,1730580300,2024,2854,3,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.05,1.365,15561,TRUE,TRUE,FALSE
1519,2024-10 - מפעל הפיס — קמפיין חכם,קשת 12,02/11/2024,20:46:22,52,פרסומת,ספוט,3,19,[חדשות שבת 12],15.2,02/11/2024,02/11/2024 20:46,02/11/2024 20:47,20,1730580300,2024,2854,4,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,64220,TRUE,TRUE,FALSE
1520,2024-07 - ביטוח ישיר — באנדל רכב+דירה- יולי,קשת 12,02/11/2024,20:47:14,47,פרסומת,ספוט,4,19,[חדשות שבת 12],15.1,02/11/2024,02/11/2024 20:47,02/11/2024 20:48,20,1730580300,2024,2854,5,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,57663.125,TRUE,TRUE,FALSE
1521,2024-03 - פלייכארד - פליי קארד,קשת 12,02/11/2024,20:48:01,30,פרסומת,ספוט,5,19,[חדשות שבת 12],14.6,02/11/2024,02/11/2024 20:48,02/11/2024 20:48,20,1730580300,2024,2854,6,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,35587.5,TRUE,TRUE,FALSE
1522,2024-10 - גינדי החזקות - גינדי — גינדי ספייס רמת אפעל,קשת 12,02/11/2024,20:48:31,25,פרסומת,ספוט,6,19,[חדשות שבת 12],14.6,02/11/2024,02/11/2024 20:48,02/11/2024 20:48,20,1730580300,2024,2854,7,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,29656.25,TRUE,TRUE,FALSE
1523,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,20:48:56,6,פרסומת,ספוט,7,19,[חדשות שבת 12],14.6,02/11/2024,02/11/2024 20:48,02/11/2024 20:49,20,1730580300,Reckitt,2854,8,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,7117.5,TRUE,TRUE,FALSE
1524,2024-10 - משרד הביטחון - אגף שיקום מיצוי זכויות,קשת 12,02/11/2024,20:49:02,37,פרסומת,ספוט,8,19,[חדשות שבת 12],14.5,02/11/2024,02/11/2024 20:49,02/11/2024 20:49,20,1730580300,2024,2854,9,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,43590.625,TRUE,TRUE,FALSE
1525,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,20:49:39,27,פרסומת,ספוט,9,19,[חדשות שבת 12],14.5,02/11/2024,02/11/2024 20:49,02/11/2024 20:50,20,1730580300,מאקו,2854,10,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,31809.375,TRUE,TRUE,FALSE
1526,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,20:50:06,6,פרסומת,ספוט,10,19,[חדשות שבת 12],14.4,02/11/2024,02/11/2024 20:50,02/11/2024 20:50,20,1730580300,Reckitt,2854,11,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,7020,TRUE,TRUE,FALSE
1527,אני גיטרה וחברים 30 שנה בלי בני אמדורסקי הופעה (נובמבר 2024),קשת 12,02/11/2024,20:50:12,24,פרסומת,ספוט,11,19,[חדשות שבת 12],14.4,02/11/2024,02/11/2024 20:50,02/11/2024 20:50,20,1730580300,אני,2854,12,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,28080,TRUE,TRUE,FALSE
1528,מאקו V1 (יוני 2024),קשת 12,02/11/2024,20:50:36,31,פרסומת,ספוט,12,19,[חדשות שבת 12],14.4,02/11/2024,02/11/2024 20:50,02/11/2024 20:51,20,1730580300,מאקו,2854,13,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,36270,TRUE,TRUE,FALSE
1529,איזי משתלם (ספטמבר 2024),קשת 12,02/11/2024,20:51:07,22,פרסומת,ספוט,13,19,[חדשות שבת 12],14.2,02/11/2024,02/11/2024 20:51,02/11/2024 20:51,20,1730580300,איזי,2854,14,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,25382.5,TRUE,TRUE,FALSE
1530,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,20:51:29,55,פרסומת,ספוט,14,19,[חדשות שבת 12],14.2,02/11/2024,02/11/2024 20:51,02/11/2024 20:52,20,1730580300,2024,2854,15,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,63456.25,TRUE,TRUE,FALSE
1531,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,20:52:24,12,פרסומת,ספוט,15,19,[חדשות שבת 12],14.2,02/11/2024,02/11/2024 20:52,02/11/2024 20:52,20,1730580300,מאקו,2854,16,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,13845,TRUE,TRUE,FALSE
1532,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,20:52:36,6,פרסומת,ספוט,16,19,[חדשות שבת 12],14.2,02/11/2024,02/11/2024 20:52,02/11/2024 20:52,20,1730580300,Reckitt,2854,17,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,6922.5,TRUE,TRUE,FALSE
1533,2024-10 - קומי כרטיסים,קשת 12,02/11/2024,20:52:42,28,פרסומת,ספוט,17,19,[חדשות שבת 12],14.2,02/11/2024,02/11/2024 20:52,02/11/2024 20:53,20,1730580300,2024,2854,18,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,32305,TRUE,TRUE,FALSE
1534,2024-07 - בסטי,קשת 12,02/11/2024,20:53:10,17,פרסומת,ספוט,18,19,[חדשות שבת 12],13.5,02/11/2024,02/11/2024 20:53,02/11/2024 20:53,20,1730580300,2024,2854,19,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,18646.875,TRUE,TRUE,FALSE
1535,"2024-10 - קופ""ח מכבי - מכבי שירותי בריאות — קמפיין השקה מכבי",קשת 12,02/11/2024,20:53:27,70,פרסומת,ספוט,99,19,[חדשות שבת 12],13.5,02/11/2024,02/11/2024 20:53,02/11/2024 20:54,20,1730580300,2024,2854,20,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,76781.25,TRUE,TRUE,FALSE
1536,פ-הכוכב הבא 11,קשת 12,02/11/2024,20:54:42,60,פרומו,פרומו,0,0,[חדשות שבת 12],12.8,02/11/2024,02/11/2024 20:54,02/11/2024 20:55,20,1730580300,פ,2854,21,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,62400,TRUE,TRUE,FALSE
1537,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,21:12:31,29,פרומו,פרומו,0,0,[חדשות שבת 12],17.4,02/11/2024,02/11/2024 21:12,02/11/2024 21:13,21,1730581200,פ,2855,1,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.2,1.56,39358.8,TRUE,TRUE,FALSE
1538,2024-10 - מקדונלדס — מק' ציקן חזר,קשת 12,02/11/2024,21:13:05,42,פרסומת,ספוט,1,15,[חדשות שבת 12],14,02/11/2024,02/11/2024 21:13,02/11/2024 21:13,21,1730581200,2024,2855,2,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.1,1.43,42042,TRUE,TRUE,FALSE
1539,2024-10 - בנק יהב,קשת 12,02/11/2024,21:13:47,30,פרסומת,ספוט,2,15,[חדשות שבת 12],14,02/11/2024,02/11/2024 21:13,02/11/2024 21:14,21,1730581200,2024,2855,3,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.05,1.365,28665,TRUE,TRUE,FALSE
1540,2024-03 - פלייכארד - פליי קארד,קשת 12,02/11/2024,21:14:17,30,פרסומת,ספוט,3,15,[חדשות שבת 12],13,02/11/2024,02/11/2024 21:14,02/11/2024 21:14,21,1730581200,2024,2855,4,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,31687.5,TRUE,TRUE,FALSE
1541,2024-09 - יד 2,קשת 12,02/11/2024,21:14:47,20,פרסומת,ספוט,4,15,[חדשות שבת 12],13,02/11/2024,02/11/2024 21:14,02/11/2024 21:15,21,1730581200,2024,2855,5,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,21125,TRUE,TRUE,FALSE
1542,רוש פרמצבטיקה עיניים (יוני 2023),קשת 12,02/11/2024,21:15:07,31,פרסומת,ספוט,5,15,[חדשות שבת 12],12.9,02/11/2024,02/11/2024 21:15,02/11/2024 21:15,21,1730582100,רוש,2855,6,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,32491.875,TRUE,TRUE,FALSE
1543,2024-10 - גינדי החזקות - גינדי — גינדי ספייס רמת אפעל,קשת 12,02/11/2024,21:15:38,25,פרסומת,ספוט,6,15,[חדשות שבת 12],12.9,02/11/2024,02/11/2024 21:15,02/11/2024 21:16,21,1730582100,2024,2855,7,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,26203.125,TRUE,TRUE,FALSE
1544,2024-10 - צ׳רי - צ'רי — חשמלית סנס,קשת 12,02/11/2024,21:16:03,28,פרסומת,ספוט,7,15,[חדשות שבת 12],12.9,02/11/2024,02/11/2024 21:16,02/11/2024 21:16,21,1730582100,2024,2855,8,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,29347.5,TRUE,TRUE,FALSE
1545,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,21:16:31,27,פרסומת,ספוט,8,15,[חדשות שבת 12],12.9,02/11/2024,02/11/2024 21:16,02/11/2024 21:16,21,1730582100,מאקו,2855,9,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,28299.375,TRUE,TRUE,FALSE
1546,מאקו V1 (יוני 2024),קשת 12,02/11/2024,21:16:58,30,פרסומת,ספוט,9,15,[חדשות שבת 12],12.9,02/11/2024,02/11/2024 21:16,02/11/2024 21:17,21,1730582100,מאקו,2855,10,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,31443.75,TRUE,TRUE,FALSE
1547,איזי משתלם (ספטמבר 2024),קשת 12,02/11/2024,21:17:28,22,פרסומת,ספוט,10,15,[חדשות שבת 12],12.3,02/11/2024,02/11/2024 21:17,02/11/2024 21:17,21,1730582100,איזי,2855,11,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,21986.25,TRUE,TRUE,FALSE
1548,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,21:17:50,55,פרסומת,ספוט,11,15,[חדשות שבת 12],12.3,02/11/2024,02/11/2024 21:17,02/11/2024 21:18,21,1730582100,2024,2855,12,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,54965.625,TRUE,TRUE,FALSE
1549,2024-10 -  מיקסקארד,קשת 12,02/11/2024,21:18:45,14,פרסומת,ספוט,12,15,[חדשות שבת 12],13.2,02/11/2024,02/11/2024 21:18,02/11/2024 21:18,21,1730582100,2024,2855,13,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,15015,TRUE,TRUE,FALSE
1550,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,21:18:59,12,פרסומת,ספוט,13,15,[חדשות שבת 12],13.2,02/11/2024,02/11/2024 21:18,02/11/2024 21:19,21,1730582100,מאקו,2855,14,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,12870,TRUE,TRUE,FALSE
1551,2024-10 - קומי כרטיסים,קשת 12,02/11/2024,21:19:11,28,פרסומת,ספוט,14,15,[חדשות שבת 12],13.3,02/11/2024,02/11/2024 21:19,02/11/2024 21:19,21,1730582100,2024,2855,15,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,30257.5,TRUE,TRUE,FALSE
1552,2024-10 - גוגל — - שופינג איי אל,קשת 12,02/11/2024,21:19:39,15,פרסומת,ספוט,99,15,[חדשות שבת 12],13.3,02/11/2024,02/11/2024 21:19,02/11/2024 21:19,21,1730582100,2024,2855,16,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,16209.375,TRUE,TRUE,FALSE
1553,פ-החיים הם תקופה קשה,קשת 12,02/11/2024,21:19:59,27,פרומו,פרומו,0,0,[חדשות שבת 12],13.3,02/11/2024,02/11/2024 21:19,02/11/2024 21:20,21,1730582100,פ,2855,17,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,29176.875,TRUE,TRUE,FALSE
1554,"2024-10 - קופ""ח מכבי - מכבי שירותי בריאות — קמפיין השקה מכבי",קשת 12,02/11/2024,21:34:33,82,פרסומת,ספוט,1,1,[חדשות שבת 12],17.8,02/11/2024,02/11/2024 21:34,02/11/2024 21:35,21,1730583000,2024,2856,1,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.2,1.56,113848.8,TRUE,TRUE,FALSE
1555,2024-09 - נטוויז'ן - סלקום,קשת 12,02/11/2024,21:36:48,6,חסות,ספוט,0,0,[חדשות שבת 12],18.2,02/11/2024,02/11/2024 21:36,02/11/2024 21:36,21,1730583000,2024,2857,1,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.2,1.56,8517.6,TRUE,TRUE,FALSE
1556,2024-10 - ישראכרט — ישראכרט - אחרי החגים,קשת 12,02/11/2024,21:36:54,6,חסות,ספוט,0,0,[חדשות שבת 12],18.2,02/11/2024,02/11/2024 21:36,02/11/2024 21:37,21,1730583000,2024,2857,2,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.1,1.43,7807.8,TRUE,TRUE,FALSE
1557,2024-10 - קבוצת עזריאלי - פאלאס דיור מוגן,קשת 12,02/11/2024,21:37:00,6,חסות,ספוט,0,0,[חדשות שבת 12],18.5,02/11/2024,02/11/2024 21:37,02/11/2024 21:37,21,1730583000,2024,2857,3,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.05,1.365,7575.75,TRUE,TRUE,FALSE
1558,2024-09 - נטוויז'ן - סלקום,קשת 12,02/11/2024,21:38:03,6,חסות,ספוט,0,0,[חדשות שבת 12],17.2,02/11/2024,02/11/2024 21:38,02/11/2024 21:38,21,1730583000,2024,2858,1,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.2,1.56,8049.6,TRUE,TRUE,FALSE
1559,2024-10 - ישראכרט — ישראכרט - אחרי החגים,קשת 12,02/11/2024,21:38:09,6,חסות,ספוט,0,0,[חדשות שבת 12],17.2,02/11/2024,02/11/2024 21:38,02/11/2024 21:38,21,1730583000,2024,2858,2,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.1,1.43,7378.8,TRUE,TRUE,FALSE
1560,2024-10 - קבוצת עזריאלי - פאלאס דיור מוגן,קשת 12,02/11/2024,21:38:15,6,חסות,ספוט,0,0,[חדשות שבת 12],17.2,02/11/2024,02/11/2024 21:38,02/11/2024 21:38,21,1730583000,2024,2858,3,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.05,1.365,7043.4,TRUE,TRUE,FALSE
1561,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,21:38:38,8,פרומו,פרומו,0,0,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],17.2,02/11/2024,02/11/2024 21:38,02/11/2024 21:38,21,1730583000,פ,2859,1,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.2,1.56,10732.8,TRUE,TRUE,FALSE
1562,פ-ארץ נהדרת עונה 22,קשת 12,02/11/2024,21:38:46,34,פרומו,פרומו,0,0,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],17.2,02/11/2024,02/11/2024 21:38,02/11/2024 21:39,21,1730583000,פ,2859,2,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.1,1.43,41813.2,TRUE,TRUE,FALSE
1563,"2024-10 - קופ""ח מכבי - מכבי שירותי בריאות — קמפיין השקה מכבי",קשת 12,02/11/2024,21:39:24,6,חסות,ספוט,0,0,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],14.9,02/11/2024,02/11/2024 21:39,02/11/2024 21:39,21,1730583000,2024,2859,3,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.05,1.365,6101.55,TRUE,TRUE,FALSE
1564,2024-07 - משולחן לשולחן לקט ישראל - לקט ישראל,קשת 12,02/11/2024,21:39:30,6,חסות,ספוט,0,0,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],14.9,02/11/2024,02/11/2024 21:39,02/11/2024 21:39,21,1730583000,2024,2859,4,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,7263.75,TRUE,TRUE,FALSE
1565,2024-10 - כאל — כאל - קמפיין הלוואות נובמבר 24,קשת 12,02/11/2024,21:39:36,6,חסות,ספוט,0,0,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],14.9,02/11/2024,02/11/2024 21:39,02/11/2024 21:39,21,1730583000,2024,2859,5,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,7263.75,TRUE,TRUE,FALSE
1566,2023-04 - מרינה פטריות הגליל - פטריות מרינה,קשת 12,02/11/2024,21:39:42,6,חסות,ספוט,0,0,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],14.9,02/11/2024,02/11/2024 21:39,02/11/2024 21:39,21,1730583000,2023,2859,6,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,7263.75,TRUE,TRUE,FALSE
1567,2024-10 - מפעל הפיס — קמפיין חכם,קשת 12,02/11/2024,21:39:48,6,חסות,ספוט,0,0,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],14.9,02/11/2024,02/11/2024 21:39,02/11/2024 21:39,21,1730583000,2024,2859,7,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,7263.75,TRUE,TRUE,FALSE
1568,2024-03 - פלייכארד - פליי קארד,קשת 12,02/11/2024,21:39:54,6,חסות,ספוט,0,0,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],14.9,02/11/2024,02/11/2024 21:39,02/11/2024 21:40,21,1730583000,2024,2859,8,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,7263.75,TRUE,TRUE,FALSE
1569,2024-10 - כאל — כאל - קמפיין הלוואות נובמבר 24,קשת 12,02/11/2024,21:40:05,24,פרסומת,ספוט,1,18,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],13.6,02/11/2024,02/11/2024 21:40,02/11/2024 21:40,21,1730583000,2024,2859,9,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,26520,TRUE,TRUE,FALSE
1570,2024-10 - מפעל הפיס — קמפיין חכם,קשת 12,02/11/2024,21:40:29,52,פרסומת,ספוט,2,18,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],13.6,02/11/2024,02/11/2024 21:40,02/11/2024 21:41,21,1730583000,2024,2859,10,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,57460,TRUE,TRUE,FALSE
1571,"2024-10 - קופ""ח כללית - כללית — רופא ילדים און-ליין",קשת 12,02/11/2024,21:41:21,45,פרסומת,ספוט,3,18,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],13,02/11/2024,02/11/2024 21:41,02/11/2024 21:42,21,1730583000,2024,2859,11,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,47531.25,TRUE,TRUE,FALSE
1572,2022-12 - פררו ישראל - קינדר סופרייז,קשת 12,02/11/2024,21:42:06,15,פרסומת,ספוט,4,18,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],13.1,02/11/2024,02/11/2024 21:42,02/11/2024 21:42,21,1730583000,2022,2859,12,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,15965.625,TRUE,TRUE,FALSE
1573,2024-02 - אול'גובס - אולג'ובס — קמפיין מחפשי עבודה - פברואר,קשת 12,02/11/2024,21:42:21,16,פרסומת,ספוט,5,18,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],13.1,02/11/2024,02/11/2024 21:42,02/11/2024 21:42,21,1730583000,2024,2859,13,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,17030,TRUE,TRUE,FALSE
1574,2024-10 - גוגל — - שופינג איי אל,קשת 12,02/11/2024,21:42:37,15,פרסומת,ספוט,6,18,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],13.1,02/11/2024,02/11/2024 21:42,02/11/2024 21:42,21,1730583000,2024,2859,14,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,15965.625,TRUE,TRUE,FALSE
1575,"2024-10 - קופ""ח מאוחדת - מאוחדת — מאוחדת ג'וניור",קשת 12,02/11/2024,21:42:52,38,פרסומת,ספוט,7,18,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],13.1,02/11/2024,02/11/2024 21:42,02/11/2024 21:43,21,1730583000,2024,2859,15,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,40446.25,TRUE,TRUE,FALSE
1576,2024-10 - משרד הביטחון - אגף שיקום מיצוי זכויות,קשת 12,02/11/2024,21:43:30,37,פרסומת,ספוט,8,18,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],12.6,02/11/2024,02/11/2024 21:43,02/11/2024 21:44,21,1730583000,2024,2859,16,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,37878.75,TRUE,TRUE,FALSE
1577,2024-09 -  פרפקט ליין,קשת 12,02/11/2024,21:44:07,30,פרסומת,ספוט,9,18,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],13.1,02/11/2024,02/11/2024 21:44,02/11/2024 21:44,21,1730583000,2024,2859,17,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,31931.25,TRUE,TRUE,FALSE
1578,2024-10 - בנק יהב,קשת 12,02/11/2024,21:44:37,15,פרסומת,ספוט,10,18,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],13.1,02/11/2024,02/11/2024 21:44,02/11/2024 21:44,21,1730583000,2024,2859,18,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,15965.625,TRUE,TRUE,FALSE
1579,2024-10 - ביטוח איי אי ג'י - איי אי ג'י,קשת 12,02/11/2024,21:44:52,36,פרסומת,ספוט,11,18,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],13.1,02/11/2024,02/11/2024 21:44,02/11/2024 21:45,21,1730583000,2024,2859,19,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,38317.5,TRUE,TRUE,FALSE
1580,2024-05 - פרוקטר & גמבל - פנטן,קשת 12,02/11/2024,21:45:28,20,פרסומת,ספוט,12,18,[חדשות שבת 12] * [מאסטר שף נבחרת החלומות],13.9,02/11/2024,02/11/2024 21:45,02/11/2024 21:45,21,1730583900,2024,2859,20,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,22587.5,TRUE,TRUE,FALSE
